Area code,Area,Year,Series,System of trade,Value,Source
19,Americas,2020,Imports CIF (millions of US dollars),,3721751,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2021,Imports CIF (millions of US dollars),,4670137,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2022,Imports CIF (millions of US dollars),,5449464,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,1995,Exports FOB (millions of US dollars),,997709,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2005,Exports FOB (millions of US dollars),,1835325,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2010,Exports FOB (millions of US dollars),,2551125,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2015,Exports FOB (millions of US dollars),,2827588,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2020,Exports FOB (millions of US dollars),,2766813,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2021,Exports FOB (millions of US dollars),,3446681,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2022,Exports FOB (millions of US dollars),,4060293,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,1995,Balance imports/exports (millions of US dollars),,-181139,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2005,Balance imports/exports (millions of US dollars),,-721825,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2010,Balance imports/exports (millions of US dollars),,-679532,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2015,Balance imports/exports (millions of US dollars),,-912024,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2020,Balance imports/exports (millions of US dollars),,-954938,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2021,Balance imports/exports (millions of US dollars),,-1223456,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
19,Americas,2022,Balance imports/exports (millions of US dollars),,-1389171,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,1995,Imports CIF (millions of US dollars),,936343,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2005,Imports CIF (millions of US dollars),,2048668,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2010,Imports CIF (millions of US dollars),,2362932,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2015,Imports CIF (millions of US dollars),,2736654,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2020,Imports CIF (millions of US dollars),,2816739,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2021,Imports CIF (millions of US dollars),,3431485,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2022,Imports CIF (millions of US dollars),,3943384,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,1995,Exports FOB (millions of US dollars),,774525,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2005,Exports FOB (millions of US dollars),,1265374,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2010,Exports FOB (millions of US dollars),,1665220,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2015,Exports FOB (millions of US dollars),,1911491,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2020,Exports FOB (millions of US dollars),,1820705,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2021,Exports FOB (millions of US dollars),,2257247,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2022,Exports FOB (millions of US dollars),,2659778,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,1995,Balance imports/exports (millions of US dollars),,-161818,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2005,Balance imports/exports (millions of US dollars),,-783295,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2010,Balance imports/exports (millions of US dollars),,-697713,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2015,Balance imports/exports (millions of US dollars),,-825163,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2020,Balance imports/exports (millions of US dollars),,-996034,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2021,Balance imports/exports (millions of US dollars),,-1174237,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
21,Northern America,2022,Balance imports/exports (millions of US dollars),,-1283605,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,1995,Imports CIF (millions of US dollars),,242505,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2005,Imports CIF (millions of US dollars),,508481,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2010,Imports CIF (millions of US dollars),,867725,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2015,Imports CIF (millions of US dollars),,1002958,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2020,Imports CIF (millions of US dollars),,905013,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2021,Imports CIF (millions of US dollars),,1238653,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2022,Imports CIF (millions of US dollars),,1506080,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,1995,Exports FOB (millions of US dollars),,223184,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2005,Exports FOB (millions of US dollars),,569951,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2010,Exports FOB (millions of US dollars),,885906,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2015,Exports FOB (millions of US dollars),,916097,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2020,Exports FOB (millions of US dollars),,946108,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2021,Exports FOB (millions of US dollars),,1189434,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2022,Exports FOB (millions of US dollars),,1400514,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,1995,Balance imports/exports (millions of US dollars),,-19321,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2005,Balance imports/exports (millions of US dollars),,61470,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2010,Balance imports/exports (millions of US dollars),,18181,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
419,Latin America & the Caribbean,2015,Balance imports/exports (millions of US dollars),,-86861,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
