Area code,Area,Year,Series,System of trade,Value,Source
422,Lebanon,2010,Balance imports/exports (millions of US dollars),G,-13716,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
422,Lebanon,2015,Balance imports/exports (millions of US dollars),G,-15646,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
422,Lebanon,2020,Balance imports/exports (millions of US dollars),G,-7547,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
422,Lebanon,2021,Balance imports/exports (millions of US dollars),G,-9627,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
422,Lebanon,2022,Balance imports/exports (millions of US dollars),G,-15638,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2005,Imports CIF (millions of US dollars),G,1410,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2010,Imports CIF (millions of US dollars),G,1277,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2015,Imports CIF (millions of US dollars),G,1410,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2020,Imports CIF (millions of US dollars),G,1281,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2021,Imports CIF (millions of US dollars),G,1668,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2022,Imports CIF (millions of US dollars),G,1544,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2005,Exports FOB (millions of US dollars),G,650,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2010,Exports FOB (millions of US dollars),G,503,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2015,Exports FOB (millions of US dollars),G,604,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2020,Exports FOB (millions of US dollars),G,837,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2021,Exports FOB (millions of US dollars),G,949,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2022,Exports FOB (millions of US dollars),G,1632,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2005,Balance imports/exports (millions of US dollars),G,-760,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2010,Balance imports/exports (millions of US dollars),G,-773,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2015,Balance imports/exports (millions of US dollars),G,-806,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2020,Balance imports/exports (millions of US dollars),G,-443,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2021,Balance imports/exports (millions of US dollars),G,-719,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
426,Lesotho,2022,Balance imports/exports (millions of US dollars),G,88,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,1995,Imports CIF (millions of US dollars),G,358,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2005,Imports CIF (millions of US dollars),G,309,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2010,Imports CIF (millions of US dollars),G,710,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2015,Imports CIF (millions of US dollars),G,901,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2020,Imports CIF (millions of US dollars),G,1100,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2021,Imports CIF (millions of US dollars),G,1479,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2022,Imports CIF (millions of US dollars),G,1720,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,1995,Exports FOB (millions of US dollars),G,452,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2005,Exports FOB (millions of US dollars),G,130,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2010,Exports FOB (millions of US dollars),G,222,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2015,Exports FOB (millions of US dollars),G,627,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2020,Exports FOB (millions of US dollars),G,455,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2021,Exports FOB (millions of US dollars),G,666,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2022,Exports FOB (millions of US dollars),G,822,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,1995,Balance imports/exports (millions of US dollars),G,94,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2005,Balance imports/exports (millions of US dollars),G,-179,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2010,Balance imports/exports (millions of US dollars),G,-488,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2015,Balance imports/exports (millions of US dollars),G,-273,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2020,Balance imports/exports (millions of US dollars),G,-645,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2021,Balance imports/exports (millions of US dollars),G,-813,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
430,Liberia,2022,Balance imports/exports (millions of US dollars),G,-898,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,1995,Imports CIF (millions of US dollars),G,4912,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2005,Imports CIF (millions of US dollars),G,6058,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2010,Imports CIF (millions of US dollars),G,17674,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2015,Imports CIF (millions of US dollars),G,13000,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2020,Imports CIF (millions of US dollars),G,12828,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2021,Imports CIF (millions of US dollars),G,17905,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2022,Imports CIF (millions of US dollars),G,20936,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,1995,Exports FOB (millions of US dollars),G,9363,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2005,Exports FOB (millions of US dollars),G,31272,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2010,Exports FOB (millions of US dollars),G,36440,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2015,Exports FOB (millions of US dollars),G,10200,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2020,Exports FOB (millions of US dollars),G,10741,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2021,Exports FOB (millions of US dollars),G,36461,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2022,Exports FOB (millions of US dollars),G,46483,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,1995,Balance imports/exports (millions of US dollars),G,4451,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2005,Balance imports/exports (millions of US dollars),G,25215,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2010,Balance imports/exports (millions of US dollars),G,18766,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2015,Balance imports/exports (millions of US dollars),G,-2800,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2020,Balance imports/exports (millions of US dollars),G,-2087,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2021,Balance imports/exports (millions of US dollars),G,18556,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
434,Libya,2022,Balance imports/exports (millions of US dollars),G,25547,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,1995,Imports CIF (millions of US dollars),S,3649,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2005,Imports CIF (millions of US dollars),S,15704,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2010,Imports CIF (millions of US dollars),S,23378,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2015,Imports CIF (millions of US dollars),S,28176,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2020,Imports CIF (millions of US dollars),S,33314,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2021,Imports CIF (millions of US dollars),S,44476,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2022,Imports CIF (millions of US dollars),S,55110,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,1995,Exports FOB (millions of US dollars),S,2706,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2005,Exports FOB (millions of US dollars),S,12070,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2010,Exports FOB (millions of US dollars),S,20814,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2015,Exports FOB (millions of US dollars),S,25411,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2020,Exports FOB (millions of US dollars),S,32790,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2021,Exports FOB (millions of US dollars),S,40698,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2022,Exports FOB (millions of US dollars),S,46502,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,1995,Balance imports/exports (millions of US dollars),S,-943,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2005,Balance imports/exports (millions of US dollars),S,-3634,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2010,Balance imports/exports (millions of US dollars),S,-2564,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2015,Balance imports/exports (millions of US dollars),S,-2765,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2020,Balance imports/exports (millions of US dollars),S,-523,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2021,Balance imports/exports (millions of US dollars),S,-3778,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2022,Balance imports/exports (millions of US dollars),S,-8608,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Imports CIF (millions of US dollars),S,17586,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Imports CIF (millions of US dollars),S,20400,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Imports CIF (millions of US dollars),S,19296,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Imports CIF (millions of US dollars),S,20883,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Imports CIF (millions of US dollars),S,25537,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Imports CIF (millions of US dollars),S,26068,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Exports FOB (millions of US dollars),S,12715,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Exports FOB (millions of US dollars),S,13911,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Exports FOB (millions of US dollars),S,12626,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Exports FOB (millions of US dollars),S,13506,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Exports FOB (millions of US dollars),S,16247,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Exports FOB (millions of US dollars),S,16810,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Balance imports/exports (millions of US dollars),S,-4871,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Balance imports/exports (millions of US dollars),S,-6489,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Balance imports/exports (millions of US dollars),S,-6671,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Balance imports/exports (millions of US dollars),S,-7377,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Balance imports/exports (millions of US dollars),S,-9290,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Balance imports/exports (millions of US dollars),S,-9258,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Imports CIF (millions of US dollars),G,550,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Imports CIF (millions of US dollars),G,1686,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Imports CIF (millions of US dollars),G,2546,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Imports CIF (millions of US dollars),G,2961,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Imports CIF (millions of US dollars),G,3220,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Imports CIF (millions of US dollars),G,4408,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Imports CIF (millions of US dollars),G,5524,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Exports FOB (millions of US dollars),G,360,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Exports FOB (millions of US dollars),G,836,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Exports FOB (millions of US dollars),G,1082,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Exports FOB (millions of US dollars),G,2164,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Exports FOB (millions of US dollars),G,2019,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Exports FOB (millions of US dollars),G,2788,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Exports FOB (millions of US dollars),G,3658,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Balance imports/exports (millions of US dollars),G,-190,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Balance imports/exports (millions of US dollars),G,-850,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Balance imports/exports (millions of US dollars),G,-1464,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Balance imports/exports (millions of US dollars),G,-796,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Balance imports/exports (millions of US dollars),G,-1201,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Balance imports/exports (millions of US dollars),G,-1620,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Balance imports/exports (millions of US dollars),G,-1866,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Imports CIF (millions of US dollars),G,500,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Imports CIF (millions of US dollars),G,1165,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Imports CIF (millions of US dollars),G,2173,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Imports CIF (millions of US dollars),G,2312,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Imports CIF (millions of US dollars),G,2678,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Imports CIF (millions of US dollars),G,3073,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Imports CIF (millions of US dollars),G,2843,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Exports FOB (millions of US dollars),G,433,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Exports FOB (millions of US dollars),G,495,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Exports FOB (millions of US dollars),G,1066,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Exports FOB (millions of US dollars),G,1080,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Exports FOB (millions of US dollars),G,771,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Exports FOB (millions of US dollars),G,1009,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Exports FOB (millions of US dollars),G,994,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Balance imports/exports (millions of US dollars),G,-67,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Balance imports/exports (millions of US dollars),G,-670,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Balance imports/exports (millions of US dollars),G,-1107,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Balance imports/exports (millions of US dollars),G,-1232,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Balance imports/exports (millions of US dollars),G,-1907,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Balance imports/exports (millions of US dollars),G,-2064,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Balance imports/exports (millions of US dollars),G,-1848,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Imports CIF (millions of US dollars),G,77046,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Imports CIF (millions of US dollars),G,114290,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Imports CIF (millions of US dollars),G,164586,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Imports CIF (millions of US dollars),G,176175,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Imports CIF (millions of US dollars),G,190405,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Imports CIF (millions of US dollars),G,238250,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Imports CIF (millions of US dollars),G,294093,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Exports FOB (millions of US dollars),G,73778,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Exports FOB (millions of US dollars),G,141624,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Exports FOB (millions of US dollars),G,198791,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Exports FOB (millions of US dollars),G,200211,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Exports FOB (millions of US dollars),G,234050,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Exports FOB (millions of US dollars),G,299230,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Exports FOB (millions of US dollars),G,352565,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Balance imports/exports (millions of US dollars),G,-3267,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Balance imports/exports (millions of US dollars),G,27334,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Balance imports/exports (millions of US dollars),G,34204,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Balance imports/exports (millions of US dollars),G,24036,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Balance imports/exports (millions of US dollars),G,43646,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Balance imports/exports (millions of US dollars),G,60981,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Balance imports/exports (millions of US dollars),G,58472,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Imports CIF (millions of US dollars),G,268,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Imports CIF (millions of US dollars),G,745,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2010,Imports CIF (millions of US dollars),G,1095,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Imports CIF (millions of US dollars),G,1897,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Imports CIF (millions of US dollars),G,1838,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Imports CIF (millions of US dollars),G,2574,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Imports CIF (millions of US dollars),G,3515,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Exports FOB (millions of US dollars),G,50,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Exports FOB (millions of US dollars),G,154,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
