Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
308,Grenada,2021,Tourism expenditure (millions of US dollars),,231,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,1995,Tourist/visitor arrivals (thousands),TF,640,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,2005,Tourist/visitor arrivals (thousands),TF,372,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,2010,Tourist/visitor arrivals (thousands),TF,392,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,1995,Tourism expenditure (millions of US dollars),,458,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,2005,Tourism expenditure (millions of US dollars),,306,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
312,Guadeloupe,2010,Tourism expenditure (millions of US dollars),,510,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,1995,Tourist/visitor arrivals (thousands),TF,1362,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,2005,Tourist/visitor arrivals (thousands),TF,1228,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,2010,Tourist/visitor arrivals (thousands),TF,1197,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,2019,Tourist/visitor arrivals (thousands),TF,1667,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,2020,Tourist/visitor arrivals (thousands),TF,328,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
316,Guam,2021,Tourist/visitor arrivals (thousands),TF,79,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2010,Tourist/visitor arrivals (thousands),TF,1119,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2019,Tourist/visitor arrivals (thousands),TF,1752,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2020,Tourist/visitor arrivals (thousands),TF,396,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2021,Tourist/visitor arrivals (thousands),TF,602,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,1995,Tourism expenditure (millions of US dollars),,216,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2005,Tourism expenditure (millions of US dollars),,791,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2010,Tourism expenditure (millions of US dollars),,1053,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2019,Tourism expenditure (millions of US dollars),,1227,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2020,Tourism expenditure (millions of US dollars),,329,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
320,Guatemala,2021,Tourism expenditure (millions of US dollars),,393,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2005,Tourist/visitor arrivals (thousands),TF,45,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2010,Tourist/visitor arrivals (thousands),TF,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,1995,Tourism expenditure (millions of US dollars),,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2010,Tourism expenditure (millions of US dollars),,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2019,Tourism expenditure (millions of US dollars),,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2020,Tourism expenditure (millions of US dollars),,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
324,Guinea,2021,Tourism expenditure (millions of US dollars),,13,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2005,Tourist/visitor arrivals (thousands),TF,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2010,Tourist/visitor arrivals (thousands),TF,22,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2019,Tourist/visitor arrivals (thousands),TF,52,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2005,Tourism expenditure (millions of US dollars),,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2010,Tourism expenditure (millions of US dollars),,13,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2019,Tourism expenditure (millions of US dollars),,19,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
624,Guinea-Bissau,2020,Tourism expenditure (millions of US dollars),,3,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,1995,Tourist/visitor arrivals (thousands),TF,106,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2005,Tourist/visitor arrivals (thousands),TF,117,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2010,Tourist/visitor arrivals (thousands),TF,152,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2019,Tourist/visitor arrivals (thousands),TF,315,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2020,Tourist/visitor arrivals (thousands),TF,87,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2021,Tourist/visitor arrivals (thousands),TF,158,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,1995,Tourism expenditure (millions of US dollars),,33,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2005,Tourism expenditure (millions of US dollars),,35,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2010,Tourism expenditure (millions of US dollars),,80,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2019,Tourism expenditure (millions of US dollars),,27,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2020,Tourism expenditure (millions of US dollars),,24,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
328,Guyana,2021,Tourism expenditure (millions of US dollars),,26,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,1995,Tourist/visitor arrivals (thousands),TF,145,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2005,Tourist/visitor arrivals (thousands),TF,112,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2010,Tourist/visitor arrivals (thousands),TF,255,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2019,Tourist/visitor arrivals (thousands),TF,286,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2020,Tourist/visitor arrivals (thousands),TF,203,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2021,Tourist/visitor arrivals (thousands),TF,148,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,1995,Tourism expenditure (millions of US dollars),,90,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2005,Tourism expenditure (millions of US dollars),,80,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2010,Tourism expenditure (millions of US dollars),,383,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2019,Tourism expenditure (millions of US dollars),,450,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2020,Tourism expenditure (millions of US dollars),,98,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
332,Haiti,2021,Tourism expenditure (millions of US dollars),,80,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,1995,Tourist/visitor arrivals (thousands),TF,271,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2005,Tourist/visitor arrivals (thousands),TF,673,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2010,Tourist/visitor arrivals (thousands),TF,863,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2019,Tourist/visitor arrivals (thousands),TF,724,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2020,Tourist/visitor arrivals (thousands),TF,204,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2021,Tourist/visitor arrivals (thousands),TF,459,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,1995,Tourism expenditure (millions of US dollars),,85,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2005,Tourism expenditure (millions of US dollars),,465,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2010,Tourism expenditure (millions of US dollars),,627,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2019,Tourism expenditure (millions of US dollars),,558,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2020,Tourism expenditure (millions of US dollars),,157,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
340,Honduras,2021,Tourism expenditure (millions of US dollars),,305,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,1995,Tourist/visitor arrivals (thousands),TF,2878,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,2005,Tourist/visitor arrivals (thousands),TF,9979,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,2010,Tourist/visitor arrivals (thousands),TF,9510,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,2019,Tourist/visitor arrivals (thousands),TF,16937,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,2020,Tourist/visitor arrivals (thousands),TF,7417,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,2021,Tourist/visitor arrivals (thousands),TF,7929,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
348,Hungary,1995,Tourism expenditure (millions of US dollars),,2938,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
