Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
462,Maldives,2020,Tourism expenditure (millions of US dollars),,1408,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
462,Maldives,2021,Tourism expenditure (millions of US dollars),,3490,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,1995,Tourist/visitor arrivals (thousands),TF,42,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2005,Tourist/visitor arrivals (thousands),TF,143,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2010,Tourist/visitor arrivals (thousands),TF,169,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2019,Tourist/visitor arrivals (thousands),TF,217,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2020,Tourist/visitor arrivals (thousands),TF,75,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2021,Tourist/visitor arrivals (thousands),TF,168,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,1995,Tourism expenditure (millions of US dollars),,26,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2005,Tourism expenditure (millions of US dollars),,149,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2010,Tourism expenditure (millions of US dollars),,208,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2019,Tourism expenditure (millions of US dollars),,235,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
466,Mali,2020,Tourism expenditure (millions of US dollars),,82,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,1995,Tourist/visitor arrivals (thousands),TF,1116,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2005,Tourist/visitor arrivals (thousands),TF,1171,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2010,Tourist/visitor arrivals (thousands),TF,1339,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2019,Tourist/visitor arrivals (thousands),TF,2753,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2020,Tourist/visitor arrivals (thousands),TF,659,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2021,Tourist/visitor arrivals (thousands),TF,968,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,1995,Tourism expenditure (millions of US dollars),,656,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2005,Tourism expenditure (millions of US dollars),,755,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2010,Tourism expenditure (millions of US dollars),,1066,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2019,Tourism expenditure (millions of US dollars),,1897,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2020,Tourism expenditure (millions of US dollars),,392,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
470,Malta,2021,Tourism expenditure (millions of US dollars),,772,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,1995,Tourist/visitor arrivals (thousands),TF,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2005,Tourist/visitor arrivals (thousands),TF,9,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2010,Tourist/visitor arrivals (thousands),TF,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2019,Tourist/visitor arrivals (thousands),TF,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2020,Tourist/visitor arrivals (thousands),TF,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2021,Tourist/visitor arrivals (thousands),TF,0,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,1995,Tourism expenditure (millions of US dollars),,3,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2005,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2010,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2019,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
584,Marshall Islands,2020,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,1995,Tourist/visitor arrivals (thousands),TF,457,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2005,Tourist/visitor arrivals (thousands),TF,484,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2010,Tourist/visitor arrivals (thousands),TF,478,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2019,Tourist/visitor arrivals (thousands),TF,556,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2020,Tourist/visitor arrivals (thousands),TF,312,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2021,Tourist/visitor arrivals (thousands),TF,291,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,1995,Tourism expenditure (millions of US dollars),,384,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2005,Tourism expenditure (millions of US dollars),,280,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2010,Tourism expenditure (millions of US dollars),,472,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2019,Tourism expenditure (millions of US dollars),,549,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2020,Tourism expenditure (millions of US dollars),,280,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
474,Martinique,2021,Tourism expenditure (millions of US dollars),,283,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
478,Mauritania,2019,Tourism expenditure (millions of US dollars),,14,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
478,Mauritania,2020,Tourism expenditure (millions of US dollars),,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
478,Mauritania,2021,Tourism expenditure (millions of US dollars),,7,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,1995,Tourist/visitor arrivals (thousands),TF,422,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2005,Tourist/visitor arrivals (thousands),TF,761,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2010,Tourist/visitor arrivals (thousands),TF,935,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2019,Tourist/visitor arrivals (thousands),TF,1383,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2020,Tourist/visitor arrivals (thousands),TF,309,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2021,Tourist/visitor arrivals (thousands),TF,180,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,1995,Tourism expenditure (millions of US dollars),,616,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2005,Tourism expenditure (millions of US dollars),,1189,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2010,Tourism expenditure (millions of US dollars),,1585,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2019,Tourism expenditure (millions of US dollars),,2024,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2020,Tourism expenditure (millions of US dollars),,518,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
480,Mauritius,2021,Tourism expenditure (millions of US dollars),,383,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,1995,Tourist/visitor arrivals (thousands),TF,20241,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2005,Tourist/visitor arrivals (thousands),TF,21915,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2010,Tourist/visitor arrivals (thousands),TF,23290,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2019,Tourist/visitor arrivals (thousands),TF,45024,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2020,Tourist/visitor arrivals (thousands),TF,24824,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2021,Tourist/visitor arrivals (thousands),TF,31860,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,1995,Tourism expenditure (millions of US dollars),,6847,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2005,Tourism expenditure (millions of US dollars),,12801,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2010,Tourism expenditure (millions of US dollars),,12628,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2019,Tourism expenditure (millions of US dollars),,25847,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2020,Tourism expenditure (millions of US dollars),,11455,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
484,Mexico,2021,Tourism expenditure (millions of US dollars),,20554,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
583,Micronesia (Fed. States of),2005,Tourist/visitor arrivals (thousands),TF,19,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
583,Micronesia (Fed. States of),2010,Tourist/visitor arrivals (thousands),TF,45,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
583,Micronesia (Fed. States of),2019,Tourist/visitor arrivals (thousands),TF,18,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
583,Micronesia (Fed. States of),2010,Tourism expenditure (millions of US dollars),,24,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,1995,Tourist/visitor arrivals (thousands),THS,233,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,2005,Tourist/visitor arrivals (thousands),THS,286,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,2010,Tourist/visitor arrivals (thousands),THS,279,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,2019,Tourist/visitor arrivals (thousands),THS,363,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,2020,Tourist/visitor arrivals (thousands),THS,159,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
492,Monaco,2021,Tourist/visitor arrivals (thousands),THS,218,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2005,Tourist/visitor arrivals (thousands),TF,339,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2010,Tourist/visitor arrivals (thousands),TF,456,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2019,Tourist/visitor arrivals (thousands),TF,577,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2020,Tourist/visitor arrivals (thousands),TF,59,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2021,Tourist/visitor arrivals (thousands),TF,33,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,1995,Tourism expenditure (millions of US dollars),,33,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2005,Tourism expenditure (millions of US dollars),,203,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2010,Tourism expenditure (millions of US dollars),,288,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2019,Tourism expenditure (millions of US dollars),,605,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2020,Tourism expenditure (millions of US dollars),,49,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
496,Mongolia,2021,Tourism expenditure (millions of US dollars),,34,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2005,Tourist/visitor arrivals (thousands),TCE,272,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2010,Tourist/visitor arrivals (thousands),TCE,1088,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2019,Tourist/visitor arrivals (thousands),TCE,2510,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2020,Tourist/visitor arrivals (thousands),TCE,351,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2021,Tourist/visitor arrivals (thousands),TCE,1554,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2010,Tourism expenditure (millions of US dollars),,765,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2019,Tourism expenditure (millions of US dollars),,1276,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2020,Tourism expenditure (millions of US dollars),,180,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
499,Montenegro,2021,Tourism expenditure (millions of US dollars),,902,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,1995,Tourist/visitor arrivals (thousands),TF,18,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2005,Tourist/visitor arrivals (thousands),TF,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2010,Tourist/visitor arrivals (thousands),TF,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2019,Tourist/visitor arrivals (thousands),TF,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2020,Tourist/visitor arrivals (thousands),TF,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2021,Tourist/visitor arrivals (thousands),TF,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,1995,Tourism expenditure (millions of US dollars),,17,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2005,Tourism expenditure (millions of US dollars),,9,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2010,Tourism expenditure (millions of US dollars),,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2019,Tourism expenditure (millions of US dollars),,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2020,Tourism expenditure (millions of US dollars),,5,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
500,Montserrat,2021,Tourism expenditure (millions of US dollars),,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,1995,Tourist/visitor arrivals (thousands),TF,2602,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2005,Tourist/visitor arrivals (thousands),TF,5843,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2010,Tourist/visitor arrivals (thousands),TF,9288,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2019,Tourist/visitor arrivals (thousands),TF,12932,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2020,Tourist/visitor arrivals (thousands),TF,2778,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2021,Tourist/visitor arrivals (thousands),TF,3722,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,1995,Tourism expenditure (millions of US dollars),,1469,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2005,Tourism expenditure (millions of US dollars),,5426,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2010,Tourism expenditure (millions of US dollars),,8176,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2019,Tourism expenditure (millions of US dollars),,9949,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2020,Tourism expenditure (millions of US dollars),,4514,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
504,Morocco,2021,Tourism expenditure (millions of US dollars),,4641,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2005,Tourist/visitor arrivals (thousands),TF,578,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2010,Tourist/visitor arrivals (thousands),TF,1718,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2019,Tourist/visitor arrivals (thousands),TF,2019,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2020,Tourist/visitor arrivals (thousands),TF,952,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2021,Tourist/visitor arrivals (thousands),TF,492,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2005,Tourism expenditure (millions of US dollars),,138,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2010,Tourism expenditure (millions of US dollars),,135,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2019,Tourism expenditure (millions of US dollars),,324,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2020,Tourism expenditure (millions of US dollars),,113,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
508,Mozambique,2021,Tourism expenditure (millions of US dollars),,188,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,1995,Tourist/visitor arrivals (thousands),TF,194,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2005,Tourist/visitor arrivals (thousands),TF,660,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2010,Tourist/visitor arrivals (thousands),TF,792,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2019,Tourist/visitor arrivals (thousands),TF,4364,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2020,Tourist/visitor arrivals (thousands),TF,903,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2021,Tourist/visitor arrivals (thousands),TF,131,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,1995,Tourism expenditure (millions of US dollars),,169,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2005,Tourism expenditure (millions of US dollars),,83,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2010,Tourism expenditure (millions of US dollars),,91,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
104,Myanmar,2019,Tourism expenditure (millions of US dollars),,2501,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,1995,Tourist/visitor arrivals (thousands),TF,272,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2005,Tourist/visitor arrivals (thousands),TF,778,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2010,Tourist/visitor arrivals (thousands),TF,984,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2019,Tourist/visitor arrivals (thousands),TF,1596,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2020,Tourist/visitor arrivals (thousands),TF,170,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2021,Tourist/visitor arrivals (thousands),TF,233,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2005,Tourism expenditure (millions of US dollars),,362,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2010,Tourism expenditure (millions of US dollars),,471,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2019,Tourism expenditure (millions of US dollars),,451,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2020,Tourism expenditure (millions of US dollars),,155,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
516,Namibia,2021,Tourism expenditure (millions of US dollars),,143,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
520,Nauru,2010,Tourism expenditure (millions of US dollars),,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,1995,Tourist/visitor arrivals (thousands),TF,363,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2005,Tourist/visitor arrivals (thousands),TF,375,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2010,Tourist/visitor arrivals (thousands),TF,603,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2019,Tourist/visitor arrivals (thousands),TF,1197,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2020,Tourist/visitor arrivals (thousands),TF,230,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2021,Tourist/visitor arrivals (thousands),TF,151,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,1995,Tourism expenditure (millions of US dollars),,232,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2005,Tourism expenditure (millions of US dollars),,160,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2010,Tourism expenditure (millions of US dollars),,378,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2019,Tourism expenditure (millions of US dollars),,801,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2020,Tourism expenditure (millions of US dollars),,238,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
524,Nepal,2021,Tourism expenditure (millions of US dollars),,176,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),1995,Tourist/visitor arrivals (thousands),TCE,6574,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2005,Tourist/visitor arrivals (thousands),TCE,10012,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2010,Tourist/visitor arrivals (thousands),TCE,10883,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2019,Tourist/visitor arrivals (thousands),TCE,20129,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2020,Tourist/visitor arrivals (thousands),TCE,7265,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2021,Tourist/visitor arrivals (thousands),TCE,6248,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),1995,Tourism expenditure (millions of US dollars),,10611,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2019,Tourism expenditure (millions of US dollars),,22116,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
528,Netherlands (Kingdom of the),2020,Tourism expenditure (millions of US dollars),,10720,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
